"id","farmer","village","district","mandal","crop","acreage","health","risk","confidence","lat","lng","ndvi","evi","ndre","analytics","outline","geometry"
"AND-GUN-003219","Nageswara Rao Kothapalli","ANGALAKUDURU","Guntur","Pedakakani","Jowar (Sorghum)",10.92,86.4,"Low",86.4,16.235657007173238,80.60205033394193,0.49,0.37,0.25,"{""pH"": 8.47, ""EC"": 1.47, ""Organic_Carbon"": 0.88, ""Nitrogen"": 306.0, ""Phosphorus"": 6.0, ""Potassium"": 238.0, ""Zinc"": 1.89, ""Iron"": 6.03, ""Copper"": 1.99, ""Boron"": 1.23, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-003219""}",NULL,NULL
"AND-GUN-006544","Suresh Kodali","CHOWDAVARAM","Guntur","Guntur","Coconut",4.39,64.63,"Medium",88.3,16.243803268977018,80.35251152985131,0.57,0.47,0.34,"{""pH"": 7.17, ""EC"": 0.64, ""Organic_Carbon"": 1.38, ""Nitrogen"": 344.0, ""Phosphorus"": 76.0, ""Potassium"": 118.0, ""Zinc"": 1.78, ""Iron"": 3.75, ""Copper"": 0.62, ""Boron"": 0.36, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-006544""}",NULL,NULL
"AND-GUN-003061","Siva Chowdary","BUDAMPADU","Guntur","Guntur","Sweet Orange",4.81,66.03,"Medium",95.0,16.255599316733335,80.48595699478562,0.8,0.46,0.4,"{""pH"": 5.88, ""EC"": 0.18, ""Organic_Carbon"": 0.21, ""Nitrogen"": 320.0, ""Phosphorus"": 12.0, ""Potassium"": 310.0, ""Zinc"": 2.52, ""Iron"": 6.07, ""Copper"": 1.34, ""Boron"": 1.09, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-003061""}",NULL,NULL
"AND-GUN-006517","Saraswathi Vemula","BUDAMPADU","Guntur","Guntur","Black Gram (Urad)",12.76,92.53,"Low",86.7,16.259230373587958,80.47043965789138,0.7,0.33,0.37,"{""pH"": 6.75, ""EC"": 0.15, ""Organic_Carbon"": 0.33, ""Nitrogen"": 210.0, ""Phosphorus"": 70.0, ""Potassium"": 242.0, ""Zinc"": 2.59, ""Iron"": 11.34, ""Copper"": 1.64, ""Boron"": 1.07, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-006517""}",NULL,NULL
"AND-GUN-000917","Narasimha Bandi","ETUKURU","Guntur","Guntur","Oil Palm",4.77,65.9,"Medium",98.6,16.24087476270912,80.4388453976486,0.5,0.47,0.3,"{""pH"": 7.45, ""EC"": 1.23, ""Organic_Carbon"": 0.81, ""Nitrogen"": 240.0, ""Phosphorus"": 46.0, ""Potassium"": 126.0, ""Zinc"": 0.66, ""Iron"": 5.24, ""Copper"": 1.17, ""Boron"": 0.41, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-000917""}",NULL,NULL
"AND-GUN-000069","Kiran Bandi","TENALI","Guntur","Tenali","Sweet Orange",1.58,55.27,"High",95.4,16.24246426643531,80.6330933114823,0.5,0.45,0.42,"{""pH"": 7.59, ""EC"": 0.62, ""Organic_Carbon"": 0.43, ""Nitrogen"": 412.0, ""Phosphorus"": 53.0, ""Potassium"": 326.0, ""Zinc"": 1.84, ""Iron"": 9.58, ""Copper"": 0.54, ""Boron"": 1.63, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-000069""}",NULL,NULL
"AND-GUN-000409","Ramesh Yarlagadda","TENALI","Guntur","Tenali","Tobacco",13.63,95.43,"Low",91.3,16.2334136010785,80.63595365157161,0.48,0.33,0.22,"{""pH"": 6.46, ""EC"": 1.09, ""Organic_Carbon"": 1.26, ""Nitrogen"": 402.0, ""Phosphorus"": 60.0, ""Potassium"": 525.0, ""Zinc"": 2.07, ""Iron"": 6.45, ""Copper"": 1.42, ""Boron"": 0.52, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-000409""}",NULL,NULL
"AND-GUN-001118","Venkatesh Daggubati","TENALI","Guntur","Tenali","Turmeric",13.22,94.07,"Low",90.4,16.26383949820516,80.65926782492471,0.63,0.2,0.27,"{""pH"": 6.6, ""EC"": 1.98, ""Organic_Carbon"": 0.85, ""Nitrogen"": 158.0, ""Phosphorus"": 56.0, ""Potassium"": 275.0, ""Zinc"": 2.66, ""Iron"": 10.99, ""Copper"": 1.2, ""Boron"": 2.05, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-001118""}",NULL,NULL
"AND-GUN-002607","Ravi Uppalapati","TENALI","Guntur","Tenali","Jowar (Sorghum)",1.18,53.93,"High",90.7,16.243562805869196,80.62136695834326,0.5,0.22,0.35,"{""pH"": 8.63, ""EC"": 0.14, ""Organic_Carbon"": 0.27, ""Nitrogen"": 353.0, ""Phosphorus"": 45.0, ""Potassium"": 400.0, ""Zinc"": 3.32, ""Iron"": 9.74, ""Copper"": 1.1, ""Boron"": 0.78, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-002607""}",NULL,NULL
"AND-GUN-002783","Narasimha Uppalapati","TENALI","Guntur","Tenali","Sunflower",14.73,99.1,"Low",96.4,16.22297672326126,80.64618574621163,0.38,0.33,0.43,"{""pH"": 6.35, ""EC"": 0.71, ""Organic_Carbon"": 0.96, ""Nitrogen"": 236.0, ""Phosphorus"": 24.0, ""Potassium"": 444.0, ""Zinc"": 2.63, ""Iron"": 2.25, ""Copper"": 0.53, ""Boron"": 0.16, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-002783""}",NULL,NULL
"AND-GUN-003137","Parvathi Kodali","TENALI","Guntur","Tenali","Chilli",11.27,87.57,"Low",98.2,16.252671718537336,80.65243528141445,0.39,0.6,0.34,"{""pH"": 7.85, ""EC"": 1.67, ""Organic_Carbon"": 0.6, ""Nitrogen"": 340.0, ""Phosphorus"": 62.0, ""Potassium"": 600.0, ""Zinc"": 3.19, ""Iron"": 3.99, ""Copper"": 1.58, ""Boron"": 1.19, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-003137""}",NULL,NULL
"AND-GUN-003993","Bhavani Chowdary","TENALI","Guntur","Tenali","Turmeric",11.41,88.03,"Low",94.7,16.2422283142035,80.64347025676882,0.78,0.42,0.2,"{""pH"": 6.17, ""EC"": 1.26, ""Organic_Carbon"": 0.22, ""Nitrogen"": 328.0, ""Phosphorus"": 42.0, ""Potassium"": 348.0, ""Zinc"": 0.89, ""Iron"": 4.33, ""Copper"": 1.63, ""Boron"": 2.13, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-003993""}",NULL,NULL
"AND-GUN-004305","Krishna Nandamuri","TENALI","Guntur","Tenali","Bajra (Pearl Millet)",12.51,91.7,"Low",96.5,16.233759328747446,80.6620770348735,0.74,0.37,0.38,"{""pH"": 7.67, ""EC"": 1.96, ""Organic_Carbon"": 1.04, ""Nitrogen"": 329.0, ""Phosphorus"": 49.0, ""Potassium"": 363.0, ""Zinc"": 2.88, ""Iron"": 5.88, ""Copper"": 1.02, ""Boron"": 1.87, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-004305""}",NULL,NULL
"AND-GUN-004461","Satyanarayana Raju","TENALI","Guntur","Tenali","Mango",6.34,71.13,"Medium",94.3,16.234393967975567,80.62577847710345,0.42,0.39,0.47,"{""pH"": 6.12, ""EC"": 2.29, ""Organic_Carbon"": 1.15, ""Nitrogen"": 318.0, ""Phosphorus"": 38.0, ""Potassium"": 201.0, ""Zinc"": 3.26, ""Iron"": 5.88, ""Copper"": 1.5, ""Boron"": 0.97, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-004461""}",NULL,NULL
"AND-GUN-004715","Narasimha Mekapati","TENALI","Guntur","Tenali","Jowar (Sorghum)",7.94,76.47,"Medium",94.8,16.225073736792698,80.65185541897243,0.36,0.42,0.42,"{""pH"": 7.94, ""EC"": 0.6, ""Organic_Carbon"": 1.36, ""Nitrogen"": 265.0, ""Phosphorus"": 67.0, ""Potassium"": 397.0, ""Zinc"": 2.24, ""Iron"": 12.66, ""Copper"": 0.52, ""Boron"": 1.38, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-004715""}",NULL,NULL
"AND-GUN-005071","Appa Rao Akkineni","TENALI","Guntur","Tenali","Sugarcane",8.52,78.4,"Medium",95.4,16.247693740422445,80.62154072895656,0.67,0.28,0.46,"{""pH"": 6.63, ""EC"": 0.13, ""Organic_Carbon"": 0.55, ""Nitrogen"": 155.0, ""Phosphorus"": 80.0, ""Potassium"": 180.0, ""Zinc"": 2.63, ""Iron"": 9.73, ""Copper"": 0.99, ""Boron"": 1.99, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-005071""}",NULL,NULL
"AND-GUN-005185","Siva Goud","TENALI","Guntur","Tenali","Cotton",11.4,88.0,"Low",98.6,16.253716294524242,80.641452405388,0.66,0.48,0.32,"{""pH"": 5.35, ""EC"": 1.27, ""Organic_Carbon"": 0.3, ""Nitrogen"": 231.0, ""Phosphorus"": 78.0, ""Potassium"": 307.0, ""Zinc"": 2.31, ""Iron"": 9.93, ""Copper"": 0.76, ""Boron"": 0.49, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-005185""}",NULL,NULL
"AND-GUN-005367","Gopi Ghattamaneni","TENALI","Guntur","Tenali","Sesame (Til)",9.36,81.2,"Low",97.5,16.247584915682406,80.66170308689874,0.39,0.36,0.21,"{""pH"": 5.65, ""EC"": 2.53, ""Organic_Carbon"": 0.32, ""Nitrogen"": 338.0, ""Phosphorus"": 74.0, ""Potassium"": 297.0, ""Zinc"": 3.2, ""Iron"": 3.15, ""Copper"": 0.39, ""Boron"": 2.39, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-005367""}",NULL,NULL
"AND-GUN-005457","Srinu Golla","TENALI","Guntur","Tenali","Cotton",5.82,69.4,"Medium",86.5,16.26243356610373,80.65506280012939,0.41,0.26,0.34,"{""pH"": 5.53, ""EC"": 0.8, ""Organic_Carbon"": 1.18, ""Nitrogen"": 264.0, ""Phosphorus"": 22.0, ""Potassium"": 591.0, ""Zinc"": 1.11, ""Iron"": 14.2, ""Copper"": 0.15, ""Boron"": 1.47, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-005457""}",NULL,NULL
"AND-GUN-005984","Saraswathi Pothineni","TENALI","Guntur","Tenali","Banana",1.15,53.83,"High",88.3,16.235155795994682,80.62115926430998,0.46,0.51,0.38,"{""pH"": 7.43, ""EC"": 0.89, ""Organic_Carbon"": 1.35, ""Nitrogen"": 242.0, ""Phosphorus"": 12.0, ""Potassium"": 427.0, ""Zinc"": 0.54, ""Iron"": 10.61, ""Copper"": 0.95, ""Boron"": 0.78, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-005984""}",NULL,NULL
"AND-GUN-006734","Babu Dasari","TENALI","Guntur","Tenali","Sugarcane",5.5,68.33,"Medium",85.8,16.249525928369522,80.65584196303338,0.66,0.36,0.21,"{""pH"": 5.9, ""EC"": 2.0, ""Organic_Carbon"": 1.15, ""Nitrogen"": 207.0, ""Phosphorus"": 34.0, ""Potassium"": 271.0, ""Zinc"": 1.42, ""Iron"": 10.84, ""Copper"": 0.24, ""Boron"": 2.09, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-006734""}",NULL,NULL
"AND-GUN-007207","Parvathi Yarlagadda","TENALI","Guntur","Tenali","Ragi (Finger Millet)",4.17,63.9,"Medium",86.0,16.250378069134634,80.63943278517534,0.67,0.26,0.28,"{""pH"": 5.56, ""EC"": 0.21, ""Organic_Carbon"": 0.23, ""Nitrogen"": 202.0, ""Phosphorus"": 37.0, ""Potassium"": 258.0, ""Zinc"": 0.22, ""Iron"": 11.03, ""Copper"": 1.95, ""Boron"": 2.01, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-007207""}",NULL,NULL
"AND-GUN-007408","Prasad Kothapalli","TENALI","Guntur","Tenali","Paddy (Rice)",14.57,98.57,"Low",89.8,16.229484946571976,80.64142140686303,0.69,0.51,0.32,"{""pH"": 8.07, ""EC"": 1.14, ""Organic_Carbon"": 1.48, ""Nitrogen"": 218.0, ""Phosphorus"": 58.0, ""Potassium"": 403.0, ""Zinc"": 2.68, ""Iron"": 13.82, ""Copper"": 0.11, ""Boron"": 1.78, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-007408""}",NULL,NULL
"AND-GUN-007649","Rambabu Mekapati","TENALI","Guntur","Tenali","Jowar (Sorghum)",5.13,67.1,"Medium",97.8,16.255413087311446,80.61946030746375,0.72,0.42,0.46,"{""pH"": 8.11, ""EC"": 2.15, ""Organic_Carbon"": 0.41, ""Nitrogen"": 192.0, ""Phosphorus"": 46.0, ""Potassium"": 499.0, ""Zinc"": 2.69, ""Iron"": 8.72, ""Copper"": 1.44, ""Boron"": 1.06, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-007649""}",NULL,NULL
"AND-GUN-007951","Narasimha Daggubati","TENALI","Guntur","Tenali","Sweet Orange",14.28,97.6,"Low",87.7,16.258897486884102,80.64125338525756,0.63,0.49,0.36,"{""pH"": 5.39, ""EC"": 1.11, ""Organic_Carbon"": 0.86, ""Nitrogen"": 224.0, ""Phosphorus"": 25.0, ""Potassium"": 284.0, ""Zinc"": 2.78, ""Iron"": 4.96, ""Copper"": 0.72, ""Boron"": 0.29, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-007951""}",NULL,NULL
"AND-GUN-008176","Murali Varma","TENALI","Guntur","Tenali","Red Gram (Pigeon Pea)",4.68,65.6,"Medium",93.5,16.232851098443582,80.64239318140736,0.32,0.28,0.43,"{""pH"": 5.37, ""EC"": 1.8, ""Organic_Carbon"": 0.33, ""Nitrogen"": 213.0, ""Phosphorus"": 12.0, ""Potassium"": 192.0, ""Zinc"": 3.29, ""Iron"": 9.93, ""Copper"": 0.2, ""Boron"": 1.27, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-008176""}",NULL,NULL
"AND-GUN-008193","Saraswathi Kambhampati","TENALI","Guntur","Tenali","Coconut",5.36,67.87,"Medium",91.5,16.241409477281458,80.64997376980415,0.32,0.57,0.34,"{""pH"": 5.9, ""EC"": 2.91, ""Organic_Carbon"": 0.64, ""Nitrogen"": 158.0, ""Phosphorus"": 15.0, ""Potassium"": 339.0, ""Zinc"": 0.54, ""Iron"": 10.42, ""Copper"": 1.81, ""Boron"": 0.36, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008193""}",NULL,NULL
"AND-GUN-008582","Nageswara Rao Nandamuri","TENALI","Guntur","Tenali","Sunflower",11.64,88.8,"Low",87.8,16.26187001474761,80.64314544421248,0.41,0.3,0.2,"{""pH"": 8.15, ""EC"": 1.43, ""Organic_Carbon"": 0.6, ""Nitrogen"": 223.0, ""Phosphorus"": 78.0, ""Potassium"": 93.0, ""Zinc"": 1.29, ""Iron"": 6.06, ""Copper"": 1.29, ""Boron"": 0.93, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-008582""}",NULL,NULL
"AND-GUN-008692","Gopi Dasari","TENALI","Guntur","Tenali","Tobacco",10.05,83.5,"Low",88.6,16.243780186621613,80.63942653779759,0.5,0.44,0.27,"{""pH"": 5.42, ""EC"": 2.64, ""Organic_Carbon"": 0.99, ""Nitrogen"": 277.0, ""Phosphorus"": 15.0, ""Potassium"": 382.0, ""Zinc"": 0.45, ""Iron"": 13.84, ""Copper"": 0.63, ""Boron"": 2.44, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-008692""}",NULL,NULL
"AND-GUN-008928","Kiran Chowdary","TENALI","Guntur","Tenali","Sunflower",2.88,59.6,"High",98.7,16.241597087456427,80.64880976580167,0.35,0.33,0.28,"{""pH"": 6.8, ""EC"": 0.49, ""Organic_Carbon"": 1.29, ""Nitrogen"": 304.0, ""Phosphorus"": 6.0, ""Potassium"": 119.0, ""Zinc"": 1.15, ""Iron"": 6.0, ""Copper"": 1.83, ""Boron"": 1.59, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-008928""}",NULL,NULL
"AND-GUN-008950","Gopi Allu","TENALI","Guntur","Tenali","Horse Gram",8.87,79.57,"Medium",88.2,16.23857365608809,80.66164268042337,0.6,0.47,0.45,"{""pH"": 8.5, ""EC"": 1.91, ""Organic_Carbon"": 1.06, ""Nitrogen"": 203.0, ""Phosphorus"": 64.0, ""Potassium"": 287.0, ""Zinc"": 0.45, ""Iron"": 11.5, ""Copper"": 1.34, ""Boron"": 1.87, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-008950""}",NULL,NULL
"AND-GUN-008982","Gopi Goud","TENALI","Guntur","Tenali","Tomato",9.91,83.03,"Low",93.5,16.249175280685908,80.65897576593471,0.79,0.56,0.46,"{""pH"": 6.37, ""EC"": 0.67, ""Organic_Carbon"": 1.28, ""Nitrogen"": 262.0, ""Phosphorus"": 39.0, ""Potassium"": 591.0, ""Zinc"": 1.36, ""Iron"": 10.61, ""Copper"": 1.47, ""Boron"": 1.8, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008982""}",NULL,NULL
"AND-GUN-009120","Murali Nimmagadda","TENALI","Guntur","Tenali","Sunflower",13.0,93.33,"Low",95.5,16.226961577829023,80.66046585794982,0.75,0.27,0.27,"{""pH"": 8.73, ""EC"": 2.99, ""Organic_Carbon"": 0.66, ""Nitrogen"": 335.0, ""Phosphorus"": 66.0, ""Potassium"": 191.0, ""Zinc"": 1.33, ""Iron"": 4.98, ""Copper"": 1.49, ""Boron"": 0.52, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-009120""}",NULL,NULL
"AND-GUN-009142","Krishna Ghattamaneni","TENALI","Guntur","Tenali","Tobacco",3.38,61.27,"Medium",99.0,16.25487134145972,80.65461981697435,0.49,0.23,0.39,"{""pH"": 8.34, ""EC"": 1.54, ""Organic_Carbon"": 0.68, ""Nitrogen"": 312.0, ""Phosphorus"": 28.0, ""Potassium"": 190.0, ""Zinc"": 2.91, ""Iron"": 7.54, ""Copper"": 0.92, ""Boron"": 2.49, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-009142""}",NULL,NULL
"AND-GUN-009549","Narasimha Pothineni","TENALI","Guntur","Tenali","Bengal Gram (Chickpea)",7.32,74.4,"Medium",86.3,16.23112290278511,80.62939016816256,0.33,0.41,0.27,"{""pH"": 8.07, ""EC"": 2.0, ""Organic_Carbon"": 0.55, ""Nitrogen"": 347.0, ""Phosphorus"": 47.0, ""Potassium"": 584.0, ""Zinc"": 3.48, ""Iron"": 7.38, ""Copper"": 1.54, ""Boron"": 1.17, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-009549""}",NULL,NULL
"AND-GUN-009572","Gopi Daggubati","TENALI","Guntur","Tenali","Horse Gram",1.98,56.6,"High",96.6,16.235159652429232,80.65788636771399,0.44,0.34,0.21,"{""pH"": 5.61, ""EC"": 1.5, ""Organic_Carbon"": 0.8, ""Nitrogen"": 222.0, ""Phosphorus"": 32.0, ""Potassium"": 568.0, ""Zinc"": 2.07, ""Iron"": 3.9, ""Copper"": 1.62, ""Boron"": 2.37, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-009572""}",NULL,NULL
"AND-GUN-000877","Sai Vemula","DAVULURU","Guntur","Kollipara","Ragi (Finger Millet)",10.88,86.27,"Low",94.5,16.241835207164392,80.715773584261,0.32,0.43,0.43,"{""pH"": 6.44, ""EC"": 2.85, ""Organic_Carbon"": 0.36, ""Nitrogen"": 302.0, ""Phosphorus"": 32.0, ""Potassium"": 296.0, ""Zinc"": 3.47, ""Iron"": 9.42, ""Copper"": 0.44, ""Boron"": 0.48, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-000877""}",NULL,NULL
"AND-GUN-005384","Ramesh Mekapati","DAVULURU","Guntur","Kollipara","Maize",0.63,52.1,"High",98.7,16.236267734080382,80.71863621754825,0.66,0.51,0.34,"{""pH"": 7.6, ""EC"": 1.84, ""Organic_Carbon"": 0.51, ""Nitrogen"": 216.0, ""Phosphorus"": 71.0, ""Potassium"": 496.0, ""Zinc"": 2.62, ""Iron"": 13.95, ""Copper"": 1.8, ""Boron"": 1.64, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-005384""}",NULL,NULL
"AND-GUN-006979","Venkatesh Rao","DAVULURU","Guntur","Kollipara","Sunflower",11.68,88.93,"Low",88.5,16.252977022007183,80.70935333246763,0.34,0.55,0.47,"{""pH"": 6.11, ""EC"": 1.07, ""Organic_Carbon"": 1.07, ""Nitrogen"": 159.0, ""Phosphorus"": 74.0, ""Potassium"": 522.0, ""Zinc"": 1.27, ""Iron"": 8.8, ""Copper"": 0.26, ""Boron"": 1.88, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-006979""}",NULL,NULL
"AND-GUN-007065","Parvathi Goud","DAVULURU","Guntur","Kollipara","Ragi (Finger Millet)",2.4,58.0,"High",85.6,16.25062366035876,80.74776691603753,0.47,0.29,0.49,"{""pH"": 8.14, ""EC"": 1.41, ""Organic_Carbon"": 1.43, ""Nitrogen"": 214.0, ""Phosphorus"": 58.0, ""Potassium"": 231.0, ""Zinc"": 2.93, ""Iron"": 3.77, ""Copper"": 1.82, ""Boron"": 1.36, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-007065""}",NULL,NULL
"AND-GUN-002017","Krishna Bandi","VEJENDLA","Guntur","Chebrolu","Banana",5.54,68.47,"Medium",89.3,16.267423608189546,80.5079377667842,0.46,0.47,0.36,"{""pH"": 6.33, ""EC"": 1.03, ""Organic_Carbon"": 0.64, ""Nitrogen"": 121.0, ""Phosphorus"": 71.0, ""Potassium"": 301.0, ""Zinc"": 1.85, ""Iron"": 5.68, ""Copper"": 1.46, ""Boron"": 1.07, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-002017""}",NULL,NULL
"AND-GUN-002566","Mahesh Akkineni","VEJENDLA","Guntur","Chebrolu","Green Gram (Moong)",4.78,65.93,"Medium",92.4,16.255776280956674,80.49634939784626,0.59,0.25,0.49,"{""pH"": 5.4, ""EC"": 0.48, ""Organic_Carbon"": 0.82, ""Nitrogen"": 198.0, ""Phosphorus"": 40.0, ""Potassium"": 167.0, ""Zinc"": 2.65, ""Iron"": 8.72, ""Copper"": 0.2, ""Boron"": 2.45, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-002566""}",NULL,NULL
"AND-GUN-001014","Prakash Dasari","NELAPADU","Guntur","Pedakakani","Sesame (Til)",1.07,53.57,"High",97.9,16.25658294522684,80.69427613248506,0.72,0.51,0.36,"{""pH"": 8.69, ""EC"": 1.08, ""Organic_Carbon"": 0.74, ""Nitrogen"": 135.0, ""Phosphorus"": 68.0, ""Potassium"": 490.0, ""Zinc"": 2.0, ""Iron"": 8.82, ""Copper"": 1.32, ""Boron"": 1.05, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-001014""}",NULL,NULL
"AND-GUN-004406","Prakash Akkineni","NELAPADU","Guntur","Pedakakani","Sweet Orange",10.42,84.73,"Low",92.3,16.25142404834176,80.68483226010491,0.71,0.3,0.41,"{""pH"": 8.56, ""EC"": 1.9, ""Organic_Carbon"": 0.21, ""Nitrogen"": 445.0, ""Phosphorus"": 80.0, ""Potassium"": 574.0, ""Zinc"": 2.87, ""Iron"": 3.07, ""Copper"": 1.55, ""Boron"": 0.42, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-004406""}",NULL,NULL
"AND-GUN-007622","Prasad Nimmagadda","NELAPADU","Guntur","Thullur","Sweet Orange",8.71,79.03,"Medium",89.4,16.250314495897896,80.6861594279387,0.69,0.57,0.27,"{""pH"": 6.93, ""EC"": 1.41, ""Organic_Carbon"": 0.24, ""Nitrogen"": 231.0, ""Phosphorus"": 51.0, ""Potassium"": 393.0, ""Zinc"": 1.61, ""Iron"": 12.6, ""Copper"": 1.04, ""Boron"": 0.69, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-007622""}",NULL,NULL
